,date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
163223,2022-04-19,Suffolk,Revere,75+ Years,4312.0,3479.0,3032.0,2274.0,,447.0
163224,2022-04-19,Suffolk,Revere,Total,60849.0,54223.0,46815.0,21326.0,,7408.0
166249,2022-04-26,Suffolk,Revere,5-11 Years,4263.0,2223.0,1785.0,4.0,,438.0
166250,2022-04-26,Suffolk,Revere,12-15 Years,2613.0,2521.0,2206.0,373.0,,315.0
166251,2022-04-26,Suffolk,Revere,16-19 Years,2844.0,2719.0,2330.0,788.0,,389.0
166252,2022-04-26,Suffolk,Revere,20-29 Years,8303.0,8834.0,7294.0,2469.0,,1540.0
166253,2022-04-26,Suffolk,Revere,30-49 Years,17705.0,18552.0,15936.0,6574.0,,2616.0
166254,2022-04-26,Suffolk,Revere,50-64 Years,12184.0,11223.0,10012.0,5868.0,,1211.0
166255,2022-04-26,Suffolk,Revere,65-74 Years,5047.0,4727.0,4271.0,3128.0,,456.0
166256,2022-04-26,Suffolk,Revere,75+ Years,4312.0,3482.0,3036.0,2289.0,,446.0
166257,2022-04-26,Suffolk,Revere,Total,60849.0,54281.0,46870.0,21493.0,,7411.0
169282,2022-05-03,Suffolk,Revere,5-11 Years,4263.0,2243.0,1797.0,4.0,,446.0
169283,2022-05-03,Suffolk,Revere,12-15 Years,2613.0,2528.0,2216.0,383.0,,312.0
169284,2022-05-03,Suffolk,Revere,16-19 Years,2844.0,2723.0,2333.0,799.0,,390.0
169285,2022-05-03,Suffolk,Revere,20-29 Years,8303.0,8848.0,7298.0,2490.0,,1550.0
169286,2022-05-03,Suffolk,Revere,30-49 Years,17705.0,18562.0,15944.0,6602.0,,2618.0
169287,2022-05-03,Suffolk,Revere,50-64 Years,12184.0,11228.0,10012.0,5898.0,,1216.0
169288,2022-05-03,Suffolk,Revere,65-74 Years,5047.0,4727.0,4272.0,3135.0,,455.0
169289,2022-05-03,Suffolk,Revere,75+ Years,4312.0,3488.0,3041.0,2306.0,,447.0
169290,2022-05-03,Suffolk,Revere,Total,60849.0,54347.0,46913.0,21617.0,,7434.0
172315,2022-05-10,Suffolk,Revere,5-11 Years,4263.0,2268.0,1807.0,4.0,,461.0
172316,2022-05-10,Suffolk,Revere,12-15 Years,2613.0,2546.0,2227.0,395.0,,319.0
172317,2022-05-10,Suffolk,Revere,16-19 Years,2844.0,2729.0,2336.0,813.0,,393.0
172318,2022-05-10,Suffolk,Revere,20-29 Years,8303.0,8862.0,7306.0,2507.0,,1556.0
172319,2022-05-10,Suffolk,Revere,30-49 Years,17705.0,18568.0,15951.0,6635.0,,2617.0
172320,2022-05-10,Suffolk,Revere,50-64 Years,12184.0,11236.0,10012.0,5924.0,,1224.0
172321,2022-05-10,Suffolk,Revere,65-74 Years,5047.0,4726.0,4279.0,3152.0,,447.0
172322,2022-05-10,Suffolk,Revere,75+ Years,4312.0,3490.0,3052.0,2317.0,,438.0
172323,2022-05-10,Suffolk,Revere,Total,60849.0,54425.0,46970.0,21747.0,,7455.0
175348,2022-05-17,Suffolk,Revere,5-11 Years,4263.0,2284.0,1814.0,4.0,,470.0
175349,2022-05-17,Suffolk,Revere,12-15 Years,2613.0,2553.0,2228.0,402.0,,325.0
175350,2022-05-17,Suffolk,Revere,16-19 Years,2844.0,2736.0,2341.0,828.0,,395.0
175351,2022-05-17,Suffolk,Revere,20-29 Years,8303.0,8878.0,7324.0,2528.0,,1554.0
175352,2022-05-17,Suffolk,Revere,30-49 Years,17705.0,18591.0,15958.0,6673.0,,2633.0
175353,2022-05-17,Suffolk,Revere,50-64 Years,12184.0,11252.0,10023.0,5963.0,,1229.0
175354,2022-05-17,Suffolk,Revere,65-74 Years,5047.0,4742.0,4282.0,3166.0,,460.0
175355,2022-05-17,Suffolk,Revere,75+ Years,4312.0,3528.0,3059.0,2332.0,,469.0
175356,2022-05-17,Suffolk,Revere,Total,60849.0,54564.0,47029.0,21896.0,,7535.0
178381,2022-05-24,Suffolk,Revere,5-11 Years,4263.0,2302.0,1828.0,10.0,,474.0
178382,2022-05-24,Suffolk,Revere,12-15 Years,2613.0,2564.0,2233.0,413.0,,331.0
178383,2022-05-24,Suffolk,Revere,16-19 Years,2844.0,2740.0,2345.0,840.0,,395.0
178384,2022-05-24,Suffolk,Revere,20-29 Years,8303.0,8884.0,7323.0,2552.0,,1561.0
178385,2022-05-24,Suffolk,Revere,30-49 Years,17705.0,18614.0,15970.0,6731.0,,2644.0
178386,2022-05-24,Suffolk,Revere,50-64 Years,12184.0,11274.0,10041.0,6012.0,,1233.0
178387,2022-05-24,Suffolk,Revere,65-74 Years,5047.0,4762.0,4295.0,3184.0,,467.0
178388,2022-05-24,Suffolk,Revere,75+ Years,4312.0,3563.0,3077.0,2360.0,,486.0
178389,2022-05-24,Suffolk,Revere,Total,60849.0,54703.0,47112.0,22102.0,,7591.0
181414,2022-05-31,Suffolk,Revere,5-11 Years,4263.0,2308.0,1841.0,21.0,,467.0
181415,2022-05-31,Suffolk,Revere,12-15 Years,2613.0,2570.0,2232.0,423.0,,338.0
181416,2022-05-31,Suffolk,Revere,16-19 Years,2844.0,2741.0,2346.0,850.0,,395.0
181417,2022-05-31,Suffolk,Revere,20-29 Years,8303.0,8899.0,7332.0,2576.0,,1567.0
181418,2022-05-31,Suffolk,Revere,30-49 Years,17705.0,18645.0,15984.0,6770.0,,2661.0
181419,2022-05-31,Suffolk,Revere,50-64 Years,12184.0,11284.0,10048.0,6039.0,,1236.0
181420,2022-05-31,Suffolk,Revere,65-74 Years,5047.0,4767.0,4291.0,3195.0,,476.0
181421,2022-05-31,Suffolk,Revere,75+ Years,4312.0,3568.0,3081.0,2366.0,,487.0
181422,2022-05-31,Suffolk,Revere,Total,60849.0,54782.0,47155.0,22240.0,,7627.0
184447,2022-06-07,Suffolk,Revere,5-11 Years,4263.0,2323.0,1855.0,33.0,,468.0
184448,2022-06-07,Suffolk,Revere,12-15 Years,2613.0,2575.0,2236.0,434.0,,339.0
184449,2022-06-07,Suffolk,Revere,16-19 Years,2844.0,2747.0,2352.0,863.0,,395.0
184450,2022-06-07,Suffolk,Revere,20-29 Years,8303.0,8913.0,7336.0,2596.0,,1577.0
184451,2022-06-07,Suffolk,Revere,30-49 Years,17705.0,18658.0,15995.0,6837.0,,2663.0
184452,2022-06-07,Suffolk,Revere,50-64 Years,12184.0,11293.0,10051.0,6083.0,,1242.0
184453,2022-06-07,Suffolk,Revere,65-74 Years,5047.0,4764.0,4290.0,3207.0,,474.0
184454,2022-06-07,Suffolk,Revere,75+ Years,4312.0,3566.0,3079.0,2371.0,,487.0
184455,2022-06-07,Suffolk,Revere,Total,60849.0,54839.0,47194.0,22424.0,,7645.0
187480,2022-06-14,Suffolk,Revere,5-11 Years,4263.0,2332.0,1873.0,39.0,,459.0
187481,2022-06-14,Suffolk,Revere,12-15 Years,2613.0,2579.0,2251.0,446.0,,328.0
187482,2022-06-14,Suffolk,Revere,16-19 Years,2844.0,2747.0,2355.0,873.0,,392.0
187483,2022-06-14,Suffolk,Revere,20-29 Years,8303.0,8913.0,7334.0,2606.0,,1579.0
187484,2022-06-14,Suffolk,Revere,30-49 Years,17705.0,18674.0,16004.0,6880.0,,2670.0
187485,2022-06-14,Suffolk,Revere,50-64 Years,12184.0,11301.0,10059.0,6114.0,,1242.0
187486,2022-06-14,Suffolk,Revere,65-74 Years,5047.0,4767.0,4296.0,3219.0,,471.0
187487,2022-06-14,Suffolk,Revere,75+ Years,4312.0,3563.0,3080.0,2384.0,,483.0
187488,2022-06-14,Suffolk,Revere,Total,60849.0,54876.0,47252.0,22561.0,,7624.0
190513,2022-06-21,Suffolk,Revere,5-11 Years,4263.0,2346.0,1875.0,49.0,,471.0
190514,2022-06-21,Suffolk,Revere,12-15 Years,2613.0,2583.0,2254.0,455.0,,329.0
190515,2022-06-21,Suffolk,Revere,16-19 Years,2844.0,2755.0,2356.0,876.0,,399.0
190516,2022-06-21,Suffolk,Revere,20-29 Years,8303.0,8918.0,7341.0,2617.0,,1577.0
190517,2022-06-21,Suffolk,Revere,30-49 Years,17705.0,18687.0,16009.0,6916.0,,2678.0
190518,2022-06-21,Suffolk,Revere,50-64 Years,12184.0,11300.0,10059.0,6132.0,,1241.0
190519,2022-06-21,Suffolk,Revere,65-74 Years,5047.0,4775.0,4305.0,3228.0,,470.0
190520,2022-06-21,Suffolk,Revere,75+ Years,4312.0,3555.0,3079.0,2385.0,,476.0
190521,2022-06-21,Suffolk,Revere,Total,60849.0,54919.0,47278.0,22658.0,,7641.0
193821,2022-06-28,Suffolk,Revere,0-4 Years,3705.0,13.0,,,,13.0
193822,2022-06-28,Suffolk,Revere,5-11 Years,4263.0,2356.0,1889.0,67.0,,467.0
193823,2022-06-28,Suffolk,Revere,12-15 Years,2613.0,2589.0,2263.0,473.0,,326.0
193824,2022-06-28,Suffolk,Revere,16-19 Years,2844.0,2755.0,2359.0,895.0,,396.0
193825,2022-06-28,Suffolk,Revere,20-29 Years,8303.0,8932.0,7356.0,2635.0,,1576.0
193826,2022-06-28,Suffolk,Revere,30-49 Years,17704.0,18705.0,16016.0,6957.0,,2689.0
193827,2022-06-28,Suffolk,Revere,50-64 Years,12184.0,11301.0,10069.0,6155.0,,1232.0
193828,2022-06-28,Suffolk,Revere,65-74 Years,5047.0,4773.0,4307.0,3234.0,,466.0
193829,2022-06-28,Suffolk,Revere,75+ Years,4312.0,3545.0,3084.0,2395.0,,461.0
193830,2022-06-28,Suffolk,Revere,Total,60849.0,54969.0,47343.0,22811.0,,7626.0
197191,2022-07-05,Suffolk,Revere,0-4 Years,3705.0,37.0,,,,37.0
197192,2022-07-05,Suffolk,Revere,5-11 Years,4263.0,2358.0,1898.0,81.0,,460.0
197193,2022-07-05,Suffolk,Revere,12-15 Years,2613.0,2590.0,2263.0,487.0,,327.0
197194,2022-07-05,Suffolk,Revere,16-19 Years,2844.0,2757.0,2365.0,910.0,,392.0
197195,2022-07-05,Suffolk,Revere,20-29 Years,8303.0,8949.0,7370.0,2650.0,,1579.0
197196,2022-07-05,Suffolk,Revere,30-49 Years,17704.0,18718.0,16027.0,6983.0,,2691.0
197197,2022-07-05,Suffolk,Revere,50-64 Years,12184.0,11315.0,10079.0,6179.0,,1236.0
197198,2022-07-05,Suffolk,Revere,65-74 Years,5047.0,4767.0,4303.0,3241.0,,464.0
197199,2022-07-05,Suffolk,Revere,75+ Years,4312.0,3535.0,3082.0,2404.0,,453.0
197200,2022-07-05,Suffolk,Revere,Total,60849.0,55026.0,47387.0,22935.0,,7639.0
200561,2022-07-12,Suffolk,Revere,0-4 Years,3785.0,67.0,,,,
200562,2022-07-12,Suffolk,Revere,5-11 Years,4684.0,2375.0,1903.0,89.0,,
200563,2022-07-12,Suffolk,Revere,12-15 Years,2734.0,2594.0,2266.0,497.0,2.0,
200564,2022-07-12,Suffolk,Revere,16-19 Years,2875.0,2762.0,2366.0,916.0,4.0,
200565,2022-07-12,Suffolk,Revere,20-29 Years,8324.0,8948.0,7368.0,2659.0,23.0,
200566,2022-07-12,Suffolk,Revere,30-49 Years,18441.0,18711.0,16018.0,6998.0,111.0,
200567,2022-07-12,Suffolk,Revere,50-64 Years,12047.0,11320.0,10083.0,6194.0,928.0,
200568,2022-07-12,Suffolk,Revere,65-74 Years,4983.0,4770.0,4305.0,3252.0,1045.0,
200569,2022-07-12,Suffolk,Revere,75+ Years,4309.0,3536.0,3085.0,2407.0,942.0,
200570,2022-07-12,Suffolk,Revere,Total,62185.0,55083.0,47394.0,23012.0,3055.0,
203931,2022-07-19,Suffolk,Revere,0-4 Years,3785.0,86.0,2.0,,,
203932,2022-07-19,Suffolk,Revere,5-11 Years,4684.0,2386.0,1912.0,104.0,,
203933,2022-07-19,Suffolk,Revere,12-15 Years,2735.0,2596.0,2267.0,514.0,2.0,
203934,2022-07-19,Suffolk,Revere,16-19 Years,2876.0,2765.0,2371.0,930.0,4.0,
203935,2022-07-19,Suffolk,Revere,20-29 Years,8324.0,8963.0,7373.0,2678.0,24.0,
203936,2022-07-19,Suffolk,Revere,30-49 Years,18442.0,18712.0,16024.0,7034.0,122.0,
203937,2022-07-19,Suffolk,Revere,50-64 Years,12047.0,11319.0,10088.0,6218.0,992.0,
203938,2022-07-19,Suffolk,Revere,65-74 Years,4983.0,4771.0,4311.0,3263.0,1091.0,
203939,2022-07-19,Suffolk,Revere,75+ Years,4310.0,3534.0,3088.0,2418.0,984.0,
203940,2022-07-19,Suffolk,Revere,Total,62186.0,55132.0,47436.0,23159.0,3219.0,
207301,2022-07-26,Suffolk,Revere,0-4 Years,3785.0,120.0,12.0,,,
207302,2022-07-26,Suffolk,Revere,5-11 Years,4684.0,2407.0,1926.0,128.0,,
207303,2022-07-26,Suffolk,Revere,12-15 Years,2734.0,2602.0,2271.0,538.0,2.0,
207304,2022-07-26,Suffolk,Revere,16-19 Years,2875.0,2771.0,2374.0,944.0,4.0,
207305,2022-07-26,Suffolk,Revere,20-29 Years,8324.0,8969.0,7380.0,2696.0,25.0,
207306,2022-07-26,Suffolk,Revere,30-49 Years,18441.0,18728.0,16039.0,7075.0,134.0,
207307,2022-07-26,Suffolk,Revere,50-64 Years,12047.0,11337.0,10105.0,6248.0,1092.0,
207308,2022-07-26,Suffolk,Revere,65-74 Years,4983.0,4777.0,4312.0,3275.0,1134.0,
207309,2022-07-26,Suffolk,Revere,75+ Years,4309.0,3529.0,3088.0,2421.0,1015.0,
207310,2022-07-26,Suffolk,Revere,Total,62185.0,55240.0,47507.0,23325.0,3406.0,
210671,2022-08-02,Suffolk,Revere,0-4 Years,3785.0,146.0,4.0,0.0,0.0,
210672,2022-08-02,Suffolk,Revere,5-11 Years,4684.0,2429.0,1934.0,146.0,0.0,
210673,2022-08-02,Suffolk,Revere,12-15 Years,2735.0,2605.0,2273.0,551.0,2.0,
210674,2022-08-02,Suffolk,Revere,16-19 Years,2876.0,2775.0,2375.0,953.0,4.0,
210675,2022-08-02,Suffolk,Revere,20-29 Years,8324.0,8985.0,7390.0,2718.0,27.0,
210676,2022-08-02,Suffolk,Revere,30-49 Years,18442.0,18745.0,16048.0,7095.0,137.0,
210677,2022-08-02,Suffolk,Revere,50-64 Years,12047.0,11342.0,10107.0,6275.0,1142.0,
210678,2022-08-02,Suffolk,Revere,65-74 Years,4983.0,4781.0,4311.0,3279.0,1178.0,
210679,2022-08-02,Suffolk,Revere,75+ Years,4310.0,3529.0,3087.0,2424.0,1041.0,
210680,2022-08-02,Suffolk,Revere,Total,62186.0,55337.0,47529.0,23441.0,3531.0,
214041,2022-08-09,Suffolk,Revere,0-4 Years,3785.0,170.0,9.0,0.0,0.0,
214042,2022-08-09,Suffolk,Revere,5-11 Years,4684.0,2448.0,1941.0,152.0,0.0,
214043,2022-08-09,Suffolk,Revere,12-15 Years,2735.0,2605.0,2273.0,564.0,2.0,
214044,2022-08-09,Suffolk,Revere,16-19 Years,2876.0,2777.0,2381.0,967.0,5.0,
214045,2022-08-09,Suffolk,Revere,20-29 Years,8324.0,8987.0,7389.0,2728.0,27.0,
214046,2022-08-09,Suffolk,Revere,30-49 Years,18442.0,18756.0,16059.0,7122.0,143.0,
214047,2022-08-09,Suffolk,Revere,50-64 Years,12047.0,11354.0,10117.0,6291.0,1190.0,
214048,2022-08-09,Suffolk,Revere,65-74 Years,4983.0,4782.0,4312.0,3286.0,1209.0,
214049,2022-08-09,Suffolk,Revere,75+ Years,4310.0,3534.0,3089.0,2427.0,1064.0,
214050,2022-08-09,Suffolk,Revere,Total,62186.0,55413.0,47570.0,23537.0,3640.0,
217411,2022-08-16,Suffolk,Revere,0-4 Years,3785.0,199.0,15.0,0.0,0.0,
217412,2022-08-16,Suffolk,Revere,5-11 Years,4684.0,2461.0,1955.0,172.0,1.0,
217413,2022-08-16,Suffolk,Revere,12-15 Years,2735.0,2611.0,2278.0,586.0,2.0,
217414,2022-08-16,Suffolk,Revere,16-19 Years,2876.0,2777.0,2382.0,982.0,7.0,
217415,2022-08-16,Suffolk,Revere,20-29 Years,8324.0,8993.0,7391.0,2741.0,27.0,
217416,2022-08-16,Suffolk,Revere,30-49 Years,18442.0,18763.0,16061.0,7140.0,145.0,
217417,2022-08-16,Suffolk,Revere,50-64 Years,12047.0,11361.0,10120.0,6304.0,1221.0,
217418,2022-08-16,Suffolk,Revere,65-74 Years,4983.0,4785.0,4316.0,3296.0,1228.0,
217419,2022-08-16,Suffolk,Revere,75+ Years,4310.0,3539.0,3089.0,2429.0,1076.0,
217420,2022-08-16,Suffolk,Revere,Total,62186.0,55489.0,47607.0,23650.0,3707.0,
220781,2022-08-23,Suffolk,Revere,0-4 Years,3785.0,217.0,17.0,0.0,0.0,
220782,2022-08-23,Suffolk,Revere,5-11 Years,4684.0,2466.0,1980.0,200.0,1.0,
220783,2022-08-23,Suffolk,Revere,12-15 Years,2734.0,2610.0,2278.0,601.0,2.0,
220784,2022-08-23,Suffolk,Revere,16-19 Years,2875.0,2783.0,2385.0,994.0,7.0,
220785,2022-08-23,Suffolk,Revere,20-29 Years,8324.0,8999.0,7395.0,2757.0,30.0,
220786,2022-08-23,Suffolk,Revere,30-49 Years,18441.0,18772.0,16062.0,7158.0,152.0,
220787,2022-08-23,Suffolk,Revere,50-64 Years,12047.0,11367.0,10124.0,6321.0,1267.0,
220788,2022-08-23,Suffolk,Revere,65-74 Years,4983.0,4786.0,4321.0,3300.0,1248.0,
220789,2022-08-23,Suffolk,Revere,75+ Years,4309.0,3537.0,3089.0,2430.0,1088.0,
220790,2022-08-23,Suffolk,Revere,Total,62185.0,55537.0,47651.0,23761.0,3795.0,
224151,2022-08-30,Suffolk,Revere,0-4 Years,3785.0,253.0,20.0,0.0,0.0,
224152,2022-08-30,Suffolk,Revere,5-11 Years,4684.0,2483.0,1993.0,221.0,1.0,
224153,2022-08-30,Suffolk,Revere,12-15 Years,2734.0,2615.0,2280.0,614.0,2.0,
224154,2022-08-30,Suffolk,Revere,16-19 Years,2875.0,2784.0,2386.0,1007.0,8.0,
224155,2022-08-30,Suffolk,Revere,20-29 Years,8324.0,9004.0,7397.0,2770.0,29.0,
224156,2022-08-30,Suffolk,Revere,30-49 Years,18441.0,18781.0,16065.0,7179.0,154.0,
224157,2022-08-30,Suffolk,Revere,50-64 Years,12047.0,11369.0,10125.0,6333.0,1295.0,
224158,2022-08-30,Suffolk,Revere,65-74 Years,4983.0,4787.0,4323.0,3303.0,1268.0,
224159,2022-08-30,Suffolk,Revere,75+ Years,4309.0,3543.0,3091.0,2432.0,1100.0,
224160,2022-08-30,Suffolk,Revere,Total,62185.0,55619.0,47680.0,23859.0,3857.0,
227521,2022-09-06,Suffolk,Revere,0-4 Years,3785.0,274.0,20.0,0.0,0.0,
227522,2022-09-06,Suffolk,Revere,5-11 Years,4684.0,2498.0,2004.0,229.0,1.0,
227523,2022-09-06,Suffolk,Revere,12-15 Years,2734.0,2616.0,2281.0,622.0,2.0,
227524,2022-09-06,Suffolk,Revere,16-19 Years,2875.0,2788.0,2391.0,1018.0,8.0,
227525,2022-09-06,Suffolk,Revere,20-29 Years,8324.0,9001.0,7404.0,2781.0,30.0,
227526,2022-09-06,Suffolk,Revere,30-49 Years,18441.0,18760.0,16064.0,7211.0,157.0,
227527,2022-09-06,Suffolk,Revere,50-64 Years,12047.0,11351.0,10121.0,6348.0,1310.0,
227528,2022-09-06,Suffolk,Revere,65-74 Years,4983.0,4783.0,4320.0,3304.0,1277.0,
227529,2022-09-06,Suffolk,Revere,75+ Years,4309.0,3543.0,3091.0,2433.0,1114.0,
227530,2022-09-06,Suffolk,Revere,Total,62185.0,55614.0,47696.0,23946.0,3899.0,
230891,2022-09-13,Suffolk,Revere,0-4 Years,3785.0,295.0,27.0,0.0,0.0,
230892,2022-09-13,Suffolk,Revere,5-11 Years,4684.0,2508.0,2017.0,237.0,1.0,
230893,2022-09-13,Suffolk,Revere,12-15 Years,2734.0,2615.0,2280.0,624.0,3.0,
230894,2022-09-13,Suffolk,Revere,16-19 Years,2875.0,2788.0,2398.0,1027.0,13.0,
230895,2022-09-13,Suffolk,Revere,20-29 Years,8324.0,8982.0,7411.0,2805.0,41.0,
230896,2022-09-13,Suffolk,Revere,30-49 Years,18441.0,18709.0,16076.0,7262.0,216.0,
230897,2022-09-13,Suffolk,Revere,50-64 Years,12047.0,11353.0,10136.0,6367.0,1339.0,
230898,2022-09-13,Suffolk,Revere,65-74 Years,4983.0,4777.0,4326.0,3314.0,1301.0,
230899,2022-09-13,Suffolk,Revere,75+ Years,4309.0,3540.0,3095.0,2439.0,1126.0,
230900,2022-09-13,Suffolk,Revere,Total,62185.0,55567.0,47766.0,24075.0,4040.0,
234261,2022-09-20,Suffolk,Revere,0-4 Years,3785.0,317.0,38.0,0.0,0.0,
234262,2022-09-20,Suffolk,Revere,5-11 Years,4684.0,2516.0,2027.0,255.0,1.0,
234263,2022-09-20,Suffolk,Revere,12-15 Years,2734.0,2612.0,2280.0,634.0,4.0,
234264,2022-09-20,Suffolk,Revere,16-19 Years,2875.0,2781.0,2398.0,1041.0,16.0,
234265,2022-09-20,Suffolk,Revere,20-29 Years,8324.0,8961.0,7433.0,2829.0,54.0,
234266,2022-09-20,Suffolk,Revere,30-49 Years,18441.0,18635.0,16125.0,7342.0,268.0,
234267,2022-09-20,Suffolk,Revere,50-64 Years,12047.0,11336.0,10146.0,6397.0,1388.0,
234268,2022-09-20,Suffolk,Revere,65-74 Years,4983.0,4770.0,4329.0,3325.0,1344.0,
234269,2022-09-20,Suffolk,Revere,75+ Years,4309.0,3535.0,3094.0,2442.0,1159.0,
234270,2022-09-20,Suffolk,Revere,Total,62185.0,55463.0,47870.0,24265.0,4234.0,
237631,2022-09-27,Suffolk,Revere,0-4 Years,3785.0,340.0,46.0,0.0,0.0,
237632,2022-09-27,Suffolk,Revere,5-11 Years,4684.0,2530.0,2041.0,270.0,1.0,
237633,2022-09-27,Suffolk,Revere,12-15 Years,2734.0,2618.0,2284.0,654.0,6.0,
237634,2022-09-27,Suffolk,Revere,16-19 Years,2875.0,2784.0,2399.0,1052.0,25.0,
237635,2022-09-27,Suffolk,Revere,20-29 Years,8324.0,8973.0,7437.0,2846.0,74.0,
237636,2022-09-27,Suffolk,Revere,30-49 Years,18441.0,18663.0,16139.0,7375.0,370.0,
237637,2022-09-27,Suffolk,Revere,50-64 Years,12047.0,11347.0,10151.0,6425.0,1461.0,
237638,2022-09-27,Suffolk,Revere,65-74 Years,4983.0,4776.0,4332.0,3337.0,1410.0,
237639,2022-09-27,Suffolk,Revere,75+ Years,4309.0,3539.0,3097.0,2451.0,1192.0,
237640,2022-09-27,Suffolk,Revere,Total,62185.0,55570.0,47926.0,24410.0,4539.0,
241001,2022-10-04,Suffolk,Revere,0-4 Years,3785.0,356.0,57.0,0.0,0.0,
241002,2022-10-04,Suffolk,Revere,5-11 Years,4684.0,2535.0,2052.0,279.0,1.0,
241003,2022-10-04,Suffolk,Revere,12-15 Years,2734.0,2624.0,2289.0,668.0,15.0,
241004,2022-10-04,Suffolk,Revere,16-19 Years,2875.0,2785.0,2400.0,1064.0,29.0,
241005,2022-10-04,Suffolk,Revere,20-29 Years,8324.0,8988.0,7443.0,2859.0,102.0,
241006,2022-10-04,Suffolk,Revere,30-49 Years,18441.0,18679.0,16154.0,7402.0,476.0,
241007,2022-10-04,Suffolk,Revere,50-64 Years,12047.0,11359.0,10166.0,6452.0,1554.0,
241008,2022-10-04,Suffolk,Revere,65-74 Years,4983.0,4787.0,4335.0,3347.0,1465.0,
241009,2022-10-04,Suffolk,Revere,75+ Years,4309.0,3559.0,3103.0,2460.0,1252.0,
241010,2022-10-04,Suffolk,Revere,Total,62185.0,55672.0,47999.0,24531.0,4894.0,
