,date,county,city,race,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2475,2021-03-09,Suffolk,Revere,AI/AN,55.0,,,,,
2476,2021-03-09,Suffolk,Revere,Asian,3428.0,410.0,211.0,,,199.0
2477,2021-03-09,Suffolk,Revere,Black,3713.0,455.0,280.0,,,175.0
2478,2021-03-09,Suffolk,Revere,Hispanic,24756.0,1806.0,829.0,,,977.0
2479,2021-03-09,Suffolk,Revere,Multi,582.0,157.0,98.0,,,59.0
2480,2021-03-09,Suffolk,Revere,NH/PI,11.0,,,,,
2481,2021-03-09,Suffolk,Revere,White,28857.0,6738.0,3612.0,,,3126.0
2482,2021-03-09,Suffolk,Revere,Other/Unknown,,1239.0,653.0,,,586.0
2483,2021-03-09,Suffolk,Revere,Total,60849.0,,,,,
5499,2021-03-16,Suffolk,Revere,AI/AN,55.0,,,,,
5500,2021-03-16,Suffolk,Revere,Asian,3428.0,517.0,279.0,,,238.0
5501,2021-03-16,Suffolk,Revere,Black,3713.0,535.0,339.0,,,196.0
5502,2021-03-16,Suffolk,Revere,Hispanic,24756.0,2172.0,1114.0,,,1058.0
5503,2021-03-16,Suffolk,Revere,Multi,582.0,177.0,118.0,,,59.0
5504,2021-03-16,Suffolk,Revere,NH/PI,11.0,,,,,
5505,2021-03-16,Suffolk,Revere,White,28857.0,7820.0,4553.0,,,3267.0
5506,2021-03-16,Suffolk,Revere,Other/Unknown,,1363.0,736.0,,,627.0
5507,2021-03-16,Suffolk,Revere,Total,60849.0,,,,,
8532,2021-03-23,Suffolk,Revere,AI/AN,55.0,,,,,
8533,2021-03-23,Suffolk,Revere,Asian,3428.0,673.0,359.0,,,314.0
8534,2021-03-23,Suffolk,Revere,Black,3713.0,623.0,383.0,,,240.0
8535,2021-03-23,Suffolk,Revere,Hispanic,24756.0,2737.0,1398.0,,,1339.0
8536,2021-03-23,Suffolk,Revere,Multi,582.0,222.0,142.0,,,80.0
8537,2021-03-23,Suffolk,Revere,NH/PI,11.0,,,,,
8538,2021-03-23,Suffolk,Revere,White,28857.0,9065.0,5656.0,,,3409.0
8539,2021-03-23,Suffolk,Revere,Other/Unknown,,1523.0,845.0,,,678.0
8540,2021-03-23,Suffolk,Revere,Total,60849.0,,,,,
11565,2021-03-30,Suffolk,Revere,AI/AN,55.0,,,,,
11566,2021-03-30,Suffolk,Revere,Asian,3428.0,829.0,437.0,,,392.0
11567,2021-03-30,Suffolk,Revere,Black,3713.0,691.0,428.0,,,263.0
11568,2021-03-30,Suffolk,Revere,Hispanic,24756.0,3604.0,1871.0,,,1733.0
11569,2021-03-30,Suffolk,Revere,Multi,582.0,269.0,168.0,,,101.0
11570,2021-03-30,Suffolk,Revere,NH/PI,11.0,,,,,
11571,2021-03-30,Suffolk,Revere,White,28857.0,10215.0,6573.0,,,3642.0
11572,2021-03-30,Suffolk,Revere,Other/Unknown,,1792.0,973.0,,,819.0
11573,2021-03-30,Suffolk,Revere,Total,60849.0,,,,,
14598,2021-04-06,Suffolk,Revere,AI/AN,55.0,,,,,
14599,2021-04-06,Suffolk,Revere,Asian,3428.0,997.0,498.0,,,499.0
14600,2021-04-06,Suffolk,Revere,Black,3713.0,820.0,488.0,,,332.0
14601,2021-04-06,Suffolk,Revere,Hispanic,24756.0,4831.0,2139.0,,,2692.0
14602,2021-04-06,Suffolk,Revere,Multi,582.0,314.0,186.0,,,128.0
14603,2021-04-06,Suffolk,Revere,NH/PI,11.0,,,,,
14604,2021-04-06,Suffolk,Revere,White,28857.0,11319.0,7183.0,,,4136.0
14605,2021-04-06,Suffolk,Revere,Other/Unknown,,2206.0,1119.0,,,1087.0
14606,2021-04-06,Suffolk,Revere,Total,60849.0,,,,,
17631,2021-04-13,Suffolk,Revere,AI/AN,55.0,,,,,
17632,2021-04-13,Suffolk,Revere,Asian,3428.0,1255.0,670.0,,,585.0
17633,2021-04-13,Suffolk,Revere,Black,3713.0,935.0,585.0,,,350.0
17634,2021-04-13,Suffolk,Revere,Hispanic,24756.0,6247.0,2787.0,,,3460.0
17635,2021-04-13,Suffolk,Revere,Multi,582.0,372.0,231.0,,,141.0
17636,2021-04-13,Suffolk,Revere,NH/PI,11.0,,,,,
17637,2021-04-13,Suffolk,Revere,White,28857.0,12574.0,8710.0,,,3864.0
17638,2021-04-13,Suffolk,Revere,Other/Unknown,,2615.0,1349.0,,,1266.0
17639,2021-04-13,Suffolk,Revere,Total,60849.0,,,,,
20664,2021-04-20,Suffolk,Revere,AI/AN,55.0,,,,,
20665,2021-04-20,Suffolk,Revere,Asian,3428.0,1495.0,778.0,,,717.0
20666,2021-04-20,Suffolk,Revere,Black,3713.0,1063.0,656.0,,,407.0
20667,2021-04-20,Suffolk,Revere,Hispanic,24756.0,7448.0,3336.0,,,4112.0
20668,2021-04-20,Suffolk,Revere,Multi,582.0,401.0,270.0,,,131.0
20669,2021-04-20,Suffolk,Revere,NH/PI,11.0,32.0,,,,
20670,2021-04-20,Suffolk,Revere,White,28857.0,13432.0,9553.0,,,3879.0
20671,2021-04-20,Suffolk,Revere,Other/Unknown,,2960.0,1569.0,,,1391.0
20672,2021-04-20,Suffolk,Revere,Total,60849.0,,,,,
23697,2021-04-27,Suffolk,Revere,AI/AN,55.0,,,,,
23698,2021-04-27,Suffolk,Revere,Asian,3428.0,1720.0,954.0,,,766.0
23699,2021-04-27,Suffolk,Revere,Black,3713.0,1166.0,752.0,,,414.0
23700,2021-04-27,Suffolk,Revere,Hispanic,24756.0,8347.0,4476.0,,,3871.0
23701,2021-04-27,Suffolk,Revere,Multi,582.0,441.0,317.0,,,124.0
23702,2021-04-27,Suffolk,Revere,NH/PI,11.0,33.0,,,,
23703,2021-04-27,Suffolk,Revere,White,28857.0,14174.0,10633.0,,,3541.0
23704,2021-04-27,Suffolk,Revere,Other/Unknown,,3272.0,1838.0,,,1434.0
23705,2021-04-27,Suffolk,Revere,Total,60849.0,,,,,
26730,2021-05-04,Suffolk,Revere,AI/AN,55.0,,,,,
26731,2021-05-04,Suffolk,Revere,Asian,3428.0,1887.0,1148.0,,,739.0
26732,2021-05-04,Suffolk,Revere,Black,3713.0,1265.0,845.0,,,420.0
26733,2021-05-04,Suffolk,Revere,Hispanic,24756.0,9318.0,5696.0,,,3622.0
26734,2021-05-04,Suffolk,Revere,Multi,582.0,479.0,369.0,,,110.0
26735,2021-05-04,Suffolk,Revere,NH/PI,11.0,34.0,,,,
26736,2021-05-04,Suffolk,Revere,White,28857.0,14848.0,11549.0,,,3299.0
26737,2021-05-04,Suffolk,Revere,Other/Unknown,,3513.0,2151.0,,,1362.0
26738,2021-05-04,Suffolk,Revere,Total,60849.0,,,,,
29763,2021-05-11,Suffolk,Revere,AI/AN,55.0,30.0,,,,
29764,2021-05-11,Suffolk,Revere,Asian,3428.0,2026.0,1383.0,,,643.0
29765,2021-05-11,Suffolk,Revere,Black,3713.0,1353.0,974.0,,,379.0
29766,2021-05-11,Suffolk,Revere,Hispanic,24756.0,10084.0,6857.0,,,3227.0
29767,2021-05-11,Suffolk,Revere,Multi,582.0,510.0,398.0,,,112.0
29768,2021-05-11,Suffolk,Revere,NH/PI,11.0,36.0,,,,
29769,2021-05-11,Suffolk,Revere,White,28857.0,15393.0,12465.0,,,2928.0
29770,2021-05-11,Suffolk,Revere,Other/Unknown,,3703.0,2426.0,,,1277.0
29771,2021-05-11,Suffolk,Revere,Total,60849.0,33135.0,,,,
32796,2021-05-18,Suffolk,Revere,AI/AN,55.0,33.0,,,,
32797,2021-05-18,Suffolk,Revere,Asian,3428.0,2112.0,1560.0,,,552.0
32798,2021-05-18,Suffolk,Revere,Black,3713.0,1426.0,1059.0,,,367.0
32799,2021-05-18,Suffolk,Revere,Hispanic,24756.0,10884.0,7740.0,,,3144.0
32800,2021-05-18,Suffolk,Revere,Multi,582.0,538.0,419.0,,,119.0
32801,2021-05-18,Suffolk,Revere,NH/PI,11.0,38.0,30.0,,,
32802,2021-05-18,Suffolk,Revere,White,28857.0,15916.0,13020.0,,,2896.0
32803,2021-05-18,Suffolk,Revere,Other/Unknown,,4027.0,2660.0,,,1367.0
32804,2021-05-18,Suffolk,Revere,Total,60849.0,34974.0,,,,
35820,2021-05-25,Suffolk,Revere,AI/AN,55.0,36.0,,,,
35821,2021-05-25,Suffolk,Revere,Asian,3428.0,2204.0,1745.0,,,459.0
35822,2021-05-25,Suffolk,Revere,Black,3713.0,1496.0,1145.0,,,351.0
35823,2021-05-25,Suffolk,Revere,Hispanic,24756.0,11593.0,8701.0,,,2892.0
35824,2021-05-25,Suffolk,Revere,Multi,582.0,567.0,462.0,,,105.0
35825,2021-05-25,Suffolk,Revere,NH/PI,11.0,39.0,30.0,,,
35826,2021-05-25,Suffolk,Revere,White,28857.0,16455.0,13755.0,,,2700.0
35827,2021-05-25,Suffolk,Revere,Other/Unknown,,4282.0,2886.0,,,1396.0
35828,2021-05-25,Suffolk,Revere,Total,60849.0,36672.0,,,,
38853,2021-06-01,Suffolk,Revere,AI/AN,55.0,38.0,31.0,,,
38854,2021-06-01,Suffolk,Revere,Asian,3428.0,2243.0,1860.0,,,383.0
38855,2021-06-01,Suffolk,Revere,Black,3713.0,1557.0,1235.0,,,322.0
38856,2021-06-01,Suffolk,Revere,Hispanic,24756.0,12151.0,9517.0,,,2634.0
38857,2021-06-01,Suffolk,Revere,Multi,582.0,593.0,494.0,,,99.0
38858,2021-06-01,Suffolk,Revere,NH/PI,11.0,42.0,34.0,,,
38859,2021-06-01,Suffolk,Revere,White,28857.0,16808.0,14352.0,,,2456.0
38860,2021-06-01,Suffolk,Revere,Other/Unknown,,4461.0,3111.0,,,1350.0
38861,2021-06-01,Suffolk,Revere,Total,60849.0,37893.0,30634.0,,,
41886,2021-06-08,Suffolk,Revere,AI/AN,55.0,39.0,32.0,,,
41887,2021-06-08,Suffolk,Revere,Asian,3428.0,2284.0,1975.0,,,309.0
41888,2021-06-08,Suffolk,Revere,Black,3713.0,1590.0,1317.0,,,273.0
41889,2021-06-08,Suffolk,Revere,Hispanic,24756.0,12662.0,10294.0,,,2368.0
41890,2021-06-08,Suffolk,Revere,Multi,582.0,600.0,524.0,,,76.0
41891,2021-06-08,Suffolk,Revere,NH/PI,11.0,43.0,35.0,,,
41892,2021-06-08,Suffolk,Revere,White,28857.0,17133.0,14935.0,,,2198.0
41893,2021-06-08,Suffolk,Revere,Other/Unknown,,4668.0,3341.0,,,1327.0
41894,2021-06-08,Suffolk,Revere,Total,60849.0,39019.0,32453.0,,,
44919,2021-06-15,Suffolk,Revere,AI/AN,55.0,39.0,33.0,,,
44920,2021-06-15,Suffolk,Revere,Asian,3428.0,2316.0,2065.0,,,251.0
44921,2021-06-15,Suffolk,Revere,Black,3713.0,1619.0,1373.0,,,246.0
44922,2021-06-15,Suffolk,Revere,Hispanic,24756.0,13059.0,10959.0,,,2100.0
44923,2021-06-15,Suffolk,Revere,Multi,582.0,619.0,548.0,,,71.0
44924,2021-06-15,Suffolk,Revere,NH/PI,11.0,44.0,37.0,,,
44925,2021-06-15,Suffolk,Revere,White,28857.0,17294.0,15390.0,,,1904.0
44926,2021-06-15,Suffolk,Revere,Other/Unknown,,4748.0,3513.0,,,1235.0
44927,2021-06-15,Suffolk,Revere,Total,60849.0,39738.0,33918.0,,,
47952,2021-06-22,Suffolk,Revere,AI/AN,55.0,38.0,35.0,,,
47953,2021-06-22,Suffolk,Revere,Asian,3428.0,2346.0,2115.0,,,231.0
47954,2021-06-22,Suffolk,Revere,Black,3713.0,1661.0,1435.0,,,226.0
47955,2021-06-22,Suffolk,Revere,Hispanic,24756.0,13387.0,11505.0,,,1882.0
47956,2021-06-22,Suffolk,Revere,Multi,582.0,641.0,575.0,,,66.0
47957,2021-06-22,Suffolk,Revere,NH/PI,11.0,44.0,39.0,,,
47958,2021-06-22,Suffolk,Revere,White,28857.0,17454.0,15731.0,,,1723.0
47959,2021-06-22,Suffolk,Revere,Other/Unknown,,4811.0,3635.0,,,1176.0
47960,2021-06-22,Suffolk,Revere,Total,60849.0,40382.0,35070.0,,,
50985,2021-06-29,Suffolk,Revere,AI/AN,55.0,39.0,37.0,,,
50986,2021-06-29,Suffolk,Revere,Asian,3428.0,2362.0,2158.0,,,204.0
50987,2021-06-29,Suffolk,Revere,Black,3713.0,1693.0,1474.0,,,219.0
50988,2021-06-29,Suffolk,Revere,Hispanic,24756.0,13645.0,11879.0,,,1766.0
50989,2021-06-29,Suffolk,Revere,Multi,582.0,656.0,601.0,,,55.0
50990,2021-06-29,Suffolk,Revere,NH/PI,11.0,44.0,40.0,,,
50991,2021-06-29,Suffolk,Revere,White,28857.0,17559.0,15995.0,,,1564.0
50992,2021-06-29,Suffolk,Revere,Other/Unknown,,4853.0,3710.0,,,1143.0
50993,2021-06-29,Suffolk,Revere,Total,60849.0,40851.0,35894.0,,,
54018,2021-07-06,Suffolk,Revere,AI/AN,55.0,39.0,37.0,,,193.0
54019,2021-07-06,Suffolk,Revere,Asian,3428.0,2373.0,2180.0,,,207.0
54020,2021-07-06,Suffolk,Revere,Black,3713.0,1711.0,1504.0,,,1702.0
54021,2021-07-06,Suffolk,Revere,Hispanic,24756.0,13837.0,12135.0,,,47.0
54022,2021-07-06,Suffolk,Revere,Multi,582.0,662.0,615.0,,,
54023,2021-07-06,Suffolk,Revere,NH/PI,11.0,45.0,42.0,,,1539.0
54024,2021-07-06,Suffolk,Revere,White,28857.0,17671.0,16132.0,,,1105.0
54025,2021-07-06,Suffolk,Revere,Other/Unknown,,4889.0,3784.0,,,
54026,2021-07-06,Suffolk,Revere,Total,60849.0,41227.0,36429.0,,,
57051,2021-07-13,Suffolk,Revere,AI/AN,55.0,39.0,37.0,,,
57052,2021-07-13,Suffolk,Revere,Asian,3428.0,2388.0,2204.0,,,184.0
57053,2021-07-13,Suffolk,Revere,Black,3713.0,1740.0,1523.0,,,217.0
57054,2021-07-13,Suffolk,Revere,Hispanic,24756.0,14040.0,12353.0,,,1687.0
57055,2021-07-13,Suffolk,Revere,Multi,582.0,674.0,625.0,,,49.0
57056,2021-07-13,Suffolk,Revere,NH/PI,11.0,46.0,43.0,,,
57057,2021-07-13,Suffolk,Revere,White,28857.0,17768.0,16261.0,,,1507.0
57058,2021-07-13,Suffolk,Revere,Other/Unknown,,4941.0,3837.0,,,1104.0
57059,2021-07-13,Suffolk,Revere,Total,60849.0,41636.0,36883.0,,,
60084,2021-07-20,Suffolk,Revere,AI/AN,55.0,39.0,37.0,,,
60085,2021-07-20,Suffolk,Revere,Asian,3428.0,2407.0,2229.0,,,178.0
60086,2021-07-20,Suffolk,Revere,Black,3713.0,1761.0,1546.0,,,215.0
60087,2021-07-20,Suffolk,Revere,Hispanic,24756.0,14230.0,12566.0,,,1664.0
60088,2021-07-20,Suffolk,Revere,Multi,582.0,681.0,638.0,,,43.0
60089,2021-07-20,Suffolk,Revere,NH/PI,11.0,47.0,43.0,,,
60090,2021-07-20,Suffolk,Revere,White,28857.0,17871.0,16353.0,,,1518.0
60091,2021-07-20,Suffolk,Revere,Other/Unknown,,4971.0,3863.0,,,1108.0
60092,2021-07-20,Suffolk,Revere,Total,60849.0,42007.0,37275.0,,,
63117,2021-07-27,Suffolk,Revere,AI/AN,55.0,40.0,38.0,,,
63118,2021-07-27,Suffolk,Revere,Asian,3428.0,2423.0,2236.0,,,187.0
63119,2021-07-27,Suffolk,Revere,Black,3713.0,1793.0,1570.0,,,223.0
63120,2021-07-27,Suffolk,Revere,Hispanic,24756.0,14397.0,12723.0,,,1674.0
63121,2021-07-27,Suffolk,Revere,Multi,582.0,688.0,645.0,,,43.0
63122,2021-07-27,Suffolk,Revere,NH/PI,11.0,47.0,43.0,,,
63123,2021-07-27,Suffolk,Revere,White,28857.0,17967.0,16440.0,,,1527.0
63124,2021-07-27,Suffolk,Revere,Other/Unknown,,5013.0,3897.0,,,1116.0
63125,2021-07-27,Suffolk,Revere,Total,60849.0,42368.0,37592.0,,,
66150,2021-08-03,Suffolk,Revere,AI/AN,55.0,40.0,38.0,,,
66151,2021-08-03,Suffolk,Revere,Asian,3428.0,2439.0,2247.0,,,192.0
66152,2021-08-03,Suffolk,Revere,Black,3713.0,1815.0,1597.0,,,218.0
66153,2021-08-03,Suffolk,Revere,Hispanic,24756.0,14606.0,12860.0,,,1746.0
66154,2021-08-03,Suffolk,Revere,Multi,582.0,692.0,650.0,,,42.0
66155,2021-08-03,Suffolk,Revere,NH/PI,11.0,47.0,43.0,,,
66156,2021-08-03,Suffolk,Revere,White,28857.0,18138.0,16542.0,,,1596.0
66157,2021-08-03,Suffolk,Revere,Other/Unknown,,5047.0,3926.0,,,1121.0
66158,2021-08-03,Suffolk,Revere,Total,60849.0,42824.0,37903.0,,,
69183,2021-08-10,Suffolk,Revere,AI/AN,55.0,44.0,40.0,,,
69184,2021-08-10,Suffolk,Revere,Asian,3428.0,2469.0,2267.0,,,202.0
69185,2021-08-10,Suffolk,Revere,Black,3713.0,1842.0,1612.0,,,230.0
69186,2021-08-10,Suffolk,Revere,Hispanic,24756.0,14822.0,12994.0,,,1828.0
69187,2021-08-10,Suffolk,Revere,Multi,582.0,696.0,655.0,,,41.0
69188,2021-08-10,Suffolk,Revere,NH/PI,11.0,48.0,43.0,,,
69189,2021-08-10,Suffolk,Revere,White,28857.0,18291.0,16653.0,,,1638.0
69190,2021-08-10,Suffolk,Revere,Other/Unknown,,5046.0,3938.0,,,1108.0
69191,2021-08-10,Suffolk,Revere,Total,60849.0,43258.0,38202.0,,,
72216,2021-08-17,Suffolk,Revere,AI/AN,55.0,46.0,40.0,,,
72217,2021-08-17,Suffolk,Revere,Asian,3428.0,2478.0,2280.0,,,198.0
72218,2021-08-17,Suffolk,Revere,Black,3713.0,1874.0,1645.0,,,229.0
72219,2021-08-17,Suffolk,Revere,Hispanic,24756.0,15012.0,13155.0,,,1857.0
72220,2021-08-17,Suffolk,Revere,Multi,582.0,703.0,662.0,,,41.0
72221,2021-08-17,Suffolk,Revere,NH/PI,11.0,48.0,43.0,,,
72222,2021-08-17,Suffolk,Revere,White,28857.0,18454.0,16766.0,,,1688.0
72223,2021-08-17,Suffolk,Revere,Other/Unknown,,5084.0,3958.0,,,1126.0
72224,2021-08-17,Suffolk,Revere,Total,60849.0,43699.0,38549.0,,,
75249,2021-08-24,Suffolk,Revere,AI/AN,55.0,47.0,41.0,,,
75250,2021-08-24,Suffolk,Revere,Asian,3428.0,2489.0,2295.0,,,194.0
75251,2021-08-24,Suffolk,Revere,Black,3713.0,1905.0,1660.0,,,245.0
75252,2021-08-24,Suffolk,Revere,Hispanic,24756.0,15178.0,13335.0,,,1843.0
75253,2021-08-24,Suffolk,Revere,Multi,582.0,710.0,671.0,,,39.0
75254,2021-08-24,Suffolk,Revere,NH/PI,11.0,47.0,43.0,,,
75255,2021-08-24,Suffolk,Revere,White,28857.0,18584.0,16897.0,,,1687.0
75256,2021-08-24,Suffolk,Revere,Other/Unknown,,5115.0,3987.0,,,1128.0
75257,2021-08-24,Suffolk,Revere,Total,60849.0,44075.0,38929.0,,,
78282,2021-08-31,Suffolk,Revere,AI/AN,55.0,46.0,41.0,,,
78283,2021-08-31,Suffolk,Revere,Asian,3428.0,2504.0,2320.0,,,184.0
78284,2021-08-31,Suffolk,Revere,Black,3713.0,1922.0,1679.0,,,243.0
78285,2021-08-31,Suffolk,Revere,Hispanic,24756.0,15348.0,13518.0,,,1830.0
78286,2021-08-31,Suffolk,Revere,Multi,582.0,728.0,680.0,,,48.0
78287,2021-08-31,Suffolk,Revere,NH/PI,11.0,48.0,45.0,,,
78288,2021-08-31,Suffolk,Revere,White,28857.0,18711.0,17050.0,,,1661.0
78289,2021-08-31,Suffolk,Revere,Other/Unknown,,5154.0,4022.0,,,1132.0
78290,2021-08-31,Suffolk,Revere,Total,60849.0,44461.0,39355.0,,,
81315,2021-09-07,Suffolk,Revere,AI/AN,55.0,47.0,41.0,,,
81316,2021-09-07,Suffolk,Revere,Asian,3428.0,2519.0,2335.0,,,184.0
81317,2021-09-07,Suffolk,Revere,Black,3713.0,1944.0,1699.0,,,245.0
81318,2021-09-07,Suffolk,Revere,Hispanic,24756.0,15457.0,13675.0,,,1782.0
81319,2021-09-07,Suffolk,Revere,Multi,582.0,744.0,686.0,,,58.0
81320,2021-09-07,Suffolk,Revere,NH/PI,11.0,48.0,45.0,,,
81321,2021-09-07,Suffolk,Revere,White,28857.0,18836.0,17172.0,,,1664.0
81322,2021-09-07,Suffolk,Revere,Other/Unknown,,5160.0,4038.0,,,1122.0
81323,2021-09-07,Suffolk,Revere,Total,60849.0,44755.0,39691.0,,,
84348,2021-09-14,Suffolk,Revere,AI/AN,55.0,50.0,42.0,,,
84349,2021-09-14,Suffolk,Revere,Asian,3428.0,2521.0,2340.0,,,181.0
84350,2021-09-14,Suffolk,Revere,Black,3713.0,1976.0,1735.0,,,241.0
84351,2021-09-14,Suffolk,Revere,Hispanic,24756.0,15584.0,13834.0,,,1750.0
84352,2021-09-14,Suffolk,Revere,Multi,582.0,760.0,696.0,,,64.0
84353,2021-09-14,Suffolk,Revere,NH/PI,11.0,50.0,44.0,,,
84354,2021-09-14,Suffolk,Revere,White,28857.0,18941.0,17294.0,,,1647.0
84355,2021-09-14,Suffolk,Revere,Other/Unknown,,5184.0,4062.0,,,1122.0
84356,2021-09-14,Suffolk,Revere,Total,60849.0,45066.0,40047.0,,,
87381,2021-09-21,Suffolk,Revere,AI/AN,55.0,49.0,42.0,,,
87382,2021-09-21,Suffolk,Revere,Asian,3428.0,2534.0,2357.0,,,177.0
87383,2021-09-21,Suffolk,Revere,Black,3713.0,2006.0,1757.0,,,249.0
87384,2021-09-21,Suffolk,Revere,Hispanic,24756.0,15739.0,13989.0,,,1750.0
87385,2021-09-21,Suffolk,Revere,Multi,582.0,776.0,713.0,,,63.0
